"loudness","energy"
"-3.352","0.722"
"-4.748","0.93"
"-6.502","0.723"
"-6.566","0.634"
"-3.089","0.908"
"-6.287","0.49"
"-6.774","0.445"
"-6.988","0.577"
"-7.482","0.675"
"-10.153","0.396"
"-11.806","0.773"
"-5.765","0.622"
"-1.538","0.931"
"-6.347","0.495"
"-9.398","0.556"
"-3.884","0.99"
"-5.613","0.868"
"-8.911","0.489"
"-5.394","0.689"
"-6.123","0.669"
"-2.359","0.938"
"-4.906","0.808"
"-5.411","0.806"
"-1.455","0.974"
"-10.809","0.527"
"-9.308","0.748"
"-7.38","0.539"
"-6.57","0.758"
"-6.189","0.574"
"-1.596","0.939"
"-9.429","0.417"
"-10.412","0.684"
"-4.78","0.827"
"-10.813","0.337"
"-5.679","0.785"
"-2.427","0.94"
"-6.768","0.435"
"-10.743","0.467"
"-8.212","0.521"
"-5.751","0.871"
"-6.917","0.631"
"-6.872","0.53"
"-6.04","0.808"
"-9.64","0.887"
"-14.039","0.363"
"-2.01","0.97"
"-8.166","0.687"
"-5.862","0.67"
"-3.076","0.941"
"-12.189","0.392"
"-1.74","0.939"
"-2.445","0.887"
"-6.423","0.535"
"-8.178","0.743"
"-5.662","0.664"
"-5.981","0.715"
"-4.747","0.842"
"-6.224","0.424"
"-8.485","0.598"
"-5.221","0.874"
"-10.437","0.555"
"-8.801","0.392"
"-8.92","0.597"
"-6.763","0.714"
"-7.474","0.587"
"-7.221","0.455"
"-6.482","0.714"
"-2.657","0.902"
"-10.282","0.667"
"-2.281","0.983"
"-11.339","0.724"
"-2.685","0.934"
"-5.511","0.706"
"-6.045","0.849"
"-6.105","0.863"
"-4.642","0.598"
"-6.768","0.668"
"-5.315","0.827"
"-7.443","0.937"
"-4.772","0.957"
"-4.197","0.78"
"-4.279","0.818"
"-2.729","0.846"
"-4.77","0.719"
"-10.892","0.387"
"-1.102","0.82"
"-8.322","0.659"
"-3.347","0.918"
"-4.426","0.906"
"-4.681","0.907"
"-2.717","0.879"
"-5.423","0.8"
"-5.16","0.767"
"-2.371","0.839"
"-6.504","0.8"
"-7.093","0.547"
"-7.636","0.393"
"-10.277","0.419"
"-4.243","0.557"
"-6.144","0.676"
"-5.524","0.807"
"-3.319","0.868"
"-5.268","0.833"
"-8.507","0.38"
"-5.377","0.715"
"-5.941","0.73"
"-10.203","0.685"
"-8.337","0.464"
"-5.64","0.609"
"-6.655","0.584"
"-7.222","0.612"
"-6.672","0.63"
"-5.603","0.677"
"-6.306","0.647"
"-6.721","0.482"
"-7.13","0.836"
"-8.075","0.719"
"-6.584","0.67"
"-3.035","0.855"
"-4.619","0.836"
"-5.261","0.823"
"-3.282","0.855"
"-7.896","0.862"
"-4.009","0.75"
"-5.373","0.755"
"-2.862","0.882"
"-2.199","0.929"
"-6.48","0.621"
"-2.971","0.652"
"-3.508","0.745"
"-14.201","0.157"
"-4.511","0.73"
"-7","0.861"
"-4.771","0.571"
"-7.902","0.602"
"-6.336","0.597"
"-4.959","0.598"
"-4.192","0.805"
"-8.112","0.469"
"-4.955","0.76"
"-9.323","0.451"
"-9.919","0.603"
"-9.484","0.574"
"-3.813","0.874"
"-7.039","0.812"
"-4.051","0.934"
"-5.482","0.802"
"-6.558","0.506"
"-4.96","0.656"
"-6.865","0.695"
"-12.083","0.392"
"-3.579","0.843"
"-4.243","0.557"
"-12.145","0.555"
"-2.949","0.843"
"-11.012","0.605"
"-7.343","0.585"
"-5.718","0.631"
"-8.495","0.563"
"-5.293","0.584"
"-3.724","0.724"
"-4.926","0.8"
"-4.707","0.873"
"-4.344","0.916"
"-5.068","0.583"
"-6.956","0.614"
"-5.942","0.753"
"-4.94","0.658"
"-4.496","0.75"
"-6.005","0.782"
"-4.807","0.634"
"-7.834","0.408"
"-6.893","0.663"
"-9.635","0.444"
"-4.802","0.454"
"-4.22","0.949"
"-4.321","0.921"
"-4.877","0.859"
"-3.591","0.94"
"-3.441","0.677"
"-6.618","0.554"
"-4.194","0.67"
"-4.488","0.904"
"-3.293","0.795"
"-6.097","0.978"
"-5.014","0.684"
"-7.682","0.505"
"-8.279","0.545"
"-7.9","0.436"
"-7.116","0.472"
"-5.814","0.853"
"-8.676","0.459"
"-13.191","0.288"
"-6.108","0.774"
"-4.892","0.732"
"-4.355","0.95"
"-8.784","0.485"
"-8.321","0.495"
"-5.894","0.741"
"-5.101","0.753"
"-6.665","0.502"
"-4.187","0.779"
"-7.51","0.587"
"-10.375","0.553"
"-5.641","0.764"
"-5.508","0.783"
"-6.136","0.634"
"-4.964","0.625"
"-11.841","0.475"
"-7.697","0.714"
"-5.323","0.742"
"-9.035","0.527"
"-8.416","0.641"
"-5.809","0.707"
"-5.725","0.564"
"-5.043","0.645"
"-8.754","0.643"
"-6.59","0.664"
"-9.493","0.416"
"-6.784","0.684"
"-10.63","0.35"
"-6.483","0.643"
"-9.156","0.507"
"-13.362","0.253"
"-5.174","0.509"
"-9.799","0.509"
"-9.861","0.492"
"-6.184","0.681"
"-6.271","0.649"
"-7.791","0.36"
"-10.127","0.44"
"-7.496","0.521"
"-4.49","0.668"
"-3.612","0.918"
"-8.635","0.771"
"-0.623","0.713"
"-3.582","0.736"
"-8.992","0.425"
"-5.457","0.873"
"-10.797","0.35"
"-1.699","0.647"
"-5.25","0.554"
"-4.032","0.789"
"-4.968","0.901"
"-6.472","0.502"
"-5.358","0.677"
"-4.612","0.689"
"-4.423","0.688"
"-3.549","0.469"
"-2.564","0.725"
"-8.689","0.751"
"-7.965","0.292"
"-3.447","0.881"
"-4.622","0.69"
"-5.371","0.734"
"-0.442","0.538"
"-4.426","0.763"
"-4.169","0.874"
"-6.908","0.582"
"-2.757","0.447"
"-4.079","0.439"
"-4.861","0.879"
"-7.518","0.571"
"-10.06","0.559"
"-6.077","0.775"
"-7.481","0.544"
"-5.023","0.773"
"-5.547","0.775"
"-4.476","0.749"
"0.283","0.743"
"-5.783","0.468"
"-3.553","0.327"
"-3.625","0.79"
"-4.968","0.666"
"-6.445","0.73"
"-4.379","0.315"
"-4.743","0.708"
"-2.893","0.823"
"-11.883","0.374"
"-5.27","0.706"
"-4.346","0.995"
"-5.155","0.495"
"-5.525","0.74"
"-2.315","0.452"
"-2.629","0.794"
"-5.695","0.533"
"-5.217","0.546"
"-6.273","0.336"
"-8.078","0.639"
"-3.441","0.659"
"-6.924","0.765"
"-10.138","0.614"
"-13.29","0.383"
"-6.113","0.689"
"-7.907","0.441"
"-1.348","0.934"
"-9.486","0.471"
"-9.918","0.323"
"-9.185","0.613"
"-6.479","0.53"
"-5.741","0.644"
"-9.236","0.607"
"-4.63","0.803"
"-6.038","0.656"
"-6.699","0.762"
"-3.25","0.847"
"-0.345","0.95"
"-7.434","0.641"
"-5.44","0.863"
"-7.1","0.629"
"-4.547","0.736"
"-8.301","0.635"
"-3.545","0.705"
"-6.103","0.599"
"-12.568","0.458"
"-4.931","0.615"
"-2.528","0.853"
"-7.777","0.737"
"-3.689","0.513"
"-3.15","0.931"
"-5.189","0.841"
"-4.396","0.837"
"-1.879","0.925"
"-6.404","0.845"
"-5.289","0.74"
"-7.471","0.784"
"-10.654","0.153"
"-4.094","0.718"
"-11.477","0.195"
"-14.5","0.505"
"-4.011","0.871"
"-6.973","0.513"
"-9.6","0.677"
"-6.613","0.615"
"-8.698","0.281"
"-5.377","0.856"
"-10.565","0.556"
"-8.937","0.433"
"-7.194","0.35"
"-2.28","0.94"
"-4.3","0.634"
"-4.595","0.935"
"-0.122","0.966"
"-4.967","0.742"
"-7.086","0.977"
"-7.289","0.624"
"-10.771","0.527"
"-2.183","0.612"
"-4.724","0.704"
"-12.162","0.751"
"-14.428","0.352"
"-5.784","0.538"
"-5.084","0.841"
"-4.178","0.623"
"-2.59","0.755"
"-14.386","0.451"
"-8.534","0.42"
"-9.425","0.496"
"-3.683","0.936"
"-4.191","0.793"
"-8.687","0.412"
"-4.165","0.614"
"-6.075","0.658"
"-8.834","0.475"
"-7.484","0.632"
"-6.471","0.512"
"-4.858","0.575"
"-5.849","0.71"
"-10.157","0.375"
"-6.279","0.546"
"-7.671","0.594"
"-5.286","0.65"
"-6.032","0.573"
"-6.828","0.49"
"-12.376","0.352"
"-2.754","0.877"
"-3.258","0.992"
"-8.741","0.529"
"-6.407","0.487"
"-11.329","0.13"
"-4.146","0.884"
"-11.288","0.412"
"-1.575","0.864"
"-2.951","0.988"
"-4.614","0.907"
"-5.93","0.742"
"-10.649","0.269"
"-2.967","0.749"
"-6.985","0.526"
"-10.393","0.372"
"-6.529","0.741"
"-5.484","0.724"
"-0.856","0.763"
"-3.898","0.657"
"-7.72","0.766"
"-8.339","0.597"
"-6.315","0.704"
"-4.937","0.84"
"-3.474","0.907"
"-10.261","0.303"
"-18.725","0.13"
"-8.601","0.556"
"-7.458","0.479"
"-7.899","0.39"
"-1.87","0.585"
"-5.857","0.516"
"-8.109","0.574"
"-4.933","0.573"
"-7.702","0.567"
"-9.682","0.369"
"-4.452","0.799"
"-11.839","0.751"
"-4.596","0.606"
"-6.4","0.588"
"-6.095","0.6"
"-7.042","0.652"
"-3.509","0.955"
"-7.764","0.652"
"-16.541","0.235"
"-9.041","0.687"
"-8.659","0.526"
"-8.943","0.438"
"-5.989","0.451"
"-7.133","0.732"
"-8.936","0.522"
"-7.835","0.53"
"-6.459","0.776"
"-10.147","0.498"
"-6.33","0.723"
"-7.369","0.669"
"-4.956","0.939"
"-7.186","0.791"
"-7.26","0.604"
"-12.744","0.299"
"-5.592","0.82"
"-4.993","0.541"
"-2.997","0.842"
"-4.091","0.73"
"-7.422","0.845"
"-9.51","0.365"
"-6.612","0.514"
"-5.513","0.561"
"-13.695","0.297"
"-1.602","0.795"
"-8.74","0.561"
"-12.106","0.388"
"-4.746","0.868"
"-6.027","0.499"
"-6.743","0.632"
"-9.211","0.567"
"-5.664","0.7"
"-6.609","0.635"
"-3.756","0.916"
"-7.814","0.599"
"-8.074","0.412"
"-7.594","0.578"
"-15.592","0.429"
"-8.621","0.396"
"-8.395","0.735"
"-5.722","0.507"
"-4.666","0.825"
"-8.012","0.477"
"-6.173","0.55"
"-12.647","0.301"
"-5.631","0.696"
"-8.362","0.514"
"-5.085","0.71"
"-5.545","0.782"
"-5.126","0.794"
"-9.805","0.619"
"-8.623","0.716"
"-5.156","0.529"
"-16.578","0.663"
"-11.001","0.673"
"-8.576","0.521"
"-3.153","0.616"
"-8.049","0.618"
"-13.598","0.364"
"-4.232","0.844"
"-14.283","0.446"
"-8.835","0.726"
"-4.738","0.873"
"-5.913","0.578"
"-5.862","0.656"
"-2.176","0.922"
"-23.069","0.0237"
"-3.671","0.716"
"-4.436","0.85"
"-8.783","0.599"
"-9.841","0.359"
"-6.697","0.527"
"-8.607","0.387"
"-4.043","0.792"
"-4.584","0.428"
"-7.656","0.577"
"-4.267","0.87"
"-6.491","0.641"
"-6.756","0.454"
"-8.282","0.507"
"-5.811","0.893"
"-3.37","0.728"
"-14.736","0.432"
"-3.517","0.736"
"-6.2","0.594"
"-7.578","0.628"
"-3.473","0.681"
"-8.912","0.541"
"-10.861","0.408"
"-6.434","0.683"
"-6.075","0.662"
"-8.443","0.467"
"-8.433","0.649"
"-8.697","0.535"
"-7.51","0.595"
"-10.216","0.401"
"-10.744","0.295"
"-5.238","0.439"
"-4.247","0.545"
"-14.575","0.43"
"-4.713","0.638"
"-9.638","0.452"
"-3.105","0.745"
"-5.455","0.735"
"-9.061","0.46"
"-6.371","0.516"
"-14.525","0.297"
"-7.064","0.554"
"-1.538","0.956"
"-17.117","0.29"
"-8.871","0.518"
"-4.287","0.78"
"-5.849","0.521"
"-7.227","0.661"
"-10.802","0.672"
"-9.754","0.178"
"-7.001","0.604"
"-2.944","0.857"
"-4.522","0.808"
"-3.18","0.687"
"-8.339","0.655"
"-12.835","0.353"
"-7.596","0.532"
"-8.876","0.344"
"-12.232","0.494"
"-6.936","0.668"
"-6.698","0.664"
"-4.852","0.819"
"-4.065","0.515"
"-11.53","0.469"
"-8.479","0.438"
"-5.158","0.42"
"-5.41","0.728"
"-9.222","0.559"
"-9.018","0.467"
"-8.03","0.494"
"-4.63","0.82"
"-6.517","0.86"
"-4.758","0.875"
"-8.126","0.837"
"-13.101","0.338"
"-5.909","0.554"
"-8.768","0.403"
"-7.067","0.597"
"-7.216","0.526"
"-3.777","0.746"
"-5.664","0.534"
"-13.524","0.567"
"-4.969","0.652"
"-13.716","0.32"
"-3.041","0.748"
"-9.105","0.546"
"-6.26","0.81"
"-3.051","0.654"
"-7.499","0.597"
"-5.818","0.704"
"-3.866","0.976"
"-11.805","0.219"
"-10.905","0.488"
"-10.506","0.268"
"-7.408","0.629"
"-3.727","0.921"
"-5.936","0.621"
"-4.732","0.869"
"-7.819","0.538"
"-3.932","0.916"
"-8.065","0.449"
"-3.848","0.934"
"-7.185","0.533"
"-2.631","0.93"
"-14.178","0.441"
"-6.071","0.546"
"-3.383","0.849"
"-4.879","0.833"
"-9.738","0.428"
"-5.815","0.703"
"-4.489","0.713"
"-8.815","0.629"
"-9.137","0.399"
"-6.855","0.905"
"-4.843","0.693"
"-6.808","0.91"
"-6.736","0.764"
"-1.888","0.945"
"-2.827","0.859"
"-5.457","0.724"
"-8.685","0.628"
"-7.443","0.856"
"-11.47","0.752"
"-5.935","0.899"
"-3.825","0.568"
"-13.529","0.442"
"-7.049","0.656"
"-3.341","0.864"
"-4.184","0.903"
"-11.392","0.41"
"-4.023","0.783"
"-6.472","0.528"
"-9.43","0.285"
"-3.502","0.77"
"-10.228","0.436"
"-4.302","0.79"
"-5.653","0.905"
"-5.311","0.795"
"-6.287","0.546"
"-5.254","0.716"
"0.457","0.965"
"-18.415","0.0807"
"-18.199","0.178"
"-6.181","0.715"
"-6.758","0.704"
"-5.079","0.798"
"-4.244","0.661"
"-3.182","0.469"
"-4.113","0.573"
"-6.34","0.847"
"-5.946","0.806"
"-7.625","0.537"
"-7.101","0.793"
"-6.938","0.744"
"-7.79","0.644"
"-3.894","0.766"
"-11.05","0.34"
"-6.078","0.446"
"-5.725","0.857"
"-3.095","0.761"
"-5.585","0.636"
"-5.08","0.653"
"-3.011","0.863"
"-7.504","0.572"
"-3.855","0.775"
"-3.504","0.769"
"-3.157","0.791"
"-3.733","0.745"
"-3.416","0.949"
"-4.798","0.677"
"-5.376","0.692"
"-4.789","0.837"
"-3.649","0.701"
"-7.663","0.801"
"-7.896","0.726"
"-5.225","0.643"
"-4.157","0.678"
"-6.143","0.714"
"-3.272","0.701"
"-5.421","0.651"
"-2.474","0.836"
"-4.909","0.778"
"-8.234","0.693"
"-12.79","0.761"
"-5.396","0.771"
"-4.489","0.904"
"-2.307","0.962"
"-3.858","0.953"
"-3.65","0.951"
"-5.717","0.964"
"-8.198","0.891"
"-6.041","0.892"
"-5.632","0.943"
"-2.209","0.978"
"-6.22","0.818"
"-7.634","0.896"
"-3.578","0.987"
"-5.819","0.925"
"-10.303","0.811"
"-6.891","0.778"
"-4.308","0.977"
"-9.961","0.869"
"-9.007","0.835"
"-2.136","0.979"
"-5.248","0.971"
"-5.945","0.902"
"-5.007","0.766"
"-3.472","0.981"
"-3.406","0.95"
"-9.412","0.998"
"-9.659","0.972"
"-1.084","0.877"
"-4.241","0.994"
"-3.498","0.918"
"-5.298","0.834"
"-6.217","0.849"
"-3.884","0.975"
"-4.297","0.924"
"-0.93","0.931"
"-6.205","0.995"
"-7.433","0.853"
"-3.818","0.882"
"-5.495","0.868"
"-7.424","0.635"
"-2.018","0.939"
"-7.591","0.699"
"-6.423","0.853"
"-2.542","0.992"
"-3.193","0.967"
"-5.814","0.956"
"-4.772","0.981"
"-8.242","0.931"
"-6.919","0.927"
"-8.517","0.846"
"-2.424","0.912"
"-1.014","0.987"
"-6.953","0.651"
"-11.519","0.644"
"-6.258","0.931"
"-3.206","0.965"
"-3.816","0.92"
"-6.827","0.834"
"-4.844","0.95"
"-3.059","0.945"
"-6.24","0.942"
"-8.774","0.968"
"-3.811","0.951"
"-5.521","0.74"
"-5.059","0.966"
"-6.398","0.8"
"-1.333","0.986"
"-9.644","0.537"
"-4.358","0.786"
"-2.855","0.952"
"-0.888","0.976"
"-7.157","0.763"
"0.719","0.995"
"-6.22","0.837"
"-6.566","0.876"
"-4.064","0.961"
"-2.497","0.974"
"-9.862","0.764"
"-6.561","0.797"
"-2.456","0.867"
"-5.182","0.936"
"-4.791","0.762"
"-0.058","0.911"
"-0.691","0.957"
"-1.854","0.902"
"-5.759","0.91"
"-5.314","0.926"
"-6.159","0.8"
"-5.504","0.852"
"-13.581","0.508"
"-7.541","0.443"
"-5.829","0.67"
"-7.672","0.593"
"-3.937","0.736"
"-4.014","0.782"
"-5.349","0.712"
"-4.338","0.817"
"-2.771","0.882"
"-7.709","0.346"
"-8.556","0.48"
"-8.667","0.457"
"-5.704","0.682"
"-2.846","0.689"
"-7.287","0.668"
"-3.08","0.911"
"-3.814","0.874"
"-3.703","0.913"
"-6.997","0.394"
"-6.123","0.585"
"-3.28","0.927"
"-5.428","0.792"
"-5.716","0.657"
"-6.658","0.45"
"-6.665","0.425"
"-4.021","0.795"
"-4.64","0.641"
"-4.162","0.841"
"-8.598","0.295"
"-6.864","0.596"
"-1.38","0.952"
"-4.752","0.767"
"-4.397","0.837"
"-5.382","0.546"
"-6.107","0.689"
"-5.072","0.688"
"-6.286","0.489"
"-8.734","0.342"
"-5.817","0.64"
"-8.481","0.62"
"-3.532","0.818"
"-3.764","0.855"
"-3.812","0.87"
"-4.521","0.793"
"-8.981","0.504"
"-11.281","0.412"
"-4.161","0.657"
"-12.63","0.437"
"-5.067","0.696"
"-7.452","0.656"
"-12.744","0.473"
"-4.725","0.676"
"-4.792","0.882"
"-4.987","0.714"
"-3.852","0.733"
